estudio_ini,estudio_fin,impacto_ini,impacto_fin,segmento,estrategia,n_maestros,n_efectivo,codigos,mediana_relativa_top_cop_kwh,mediana_margen_absoluto_cop_kwh,p_valor_bootstrap,ratio_replicacion,dsr,pct_dias_gana_segmento,kill_switch_1_0,drawdown_max_cop_kwh,ev_historico_cop_kwh,ev_anio_nino_cop_kwh,supera_capacidad_1_0,capacidad_pct_segmento,mae_f1_promedio_pp,candidata_1_0,valida_cheap_1_0
2018-05-15,2018-08-12,2018-08-13,2018-08-19,PEQUEÑO,Trader no regulado,10,8,"HIMC,TPLC,CCOC,ITLC,GECC,PRIC,RQEC,CMXC,RPEC,GSAC",5.0,63.0,0.005,0.897,1.0,85.7,0,0.0,53.76,41.28,0,2.2,8.4,1,1
2018-05-15,2018-08-12,2018-08-13,2018-08-19,MEDIANO,Comercializador regulado,10,10,"EMIC,EDQC,EMSC,CDNC,ESSC,CHCC,HLAC,EPSC,CNSC,CTSC",1.67,56.23,0.005,0.971,1.0,28.6,0,0.0,54.3,51.69,0,3.3,2.95,0,0
2018-05-15,2018-08-12,2018-08-13,2018-08-19,GRANDE,Comercializador regulado,3,3,"EDIC,CDSC,EPMC",0.0,61.23,0.005,0.964,1.0,71.4,0,0.0,58.56,54.97,1,32.7,1.18,0,0
2018-05-15,2018-08-12,2018-08-13,2018-08-19,MEDIANO,Trader no regulado,4,2,"CHVC,ENDC,ISGC,SOEC",0.0,56.9,0.005,0.998,1.0,0.0,0,0.0,56.89,56.88,0,3.3,0.0,0,0
2018-05-15,2018-08-12,2018-08-13,2018-08-19,PEQUEÑO,Trader con sobrecobertura de contratos,2,1,"ESPC,NRCC",-552.32,-35403.51,0.796,1.002,0.0,0.0,1,247831.14,-35448.31,-35508.76,0,2.2,2997.65,0,0
2018-06-14,2018-09-11,2018-09-12,2018-09-18,PEQUEÑO,Comercializador regulado,10,8,"CTIC,EDPC,EGVC,DLRC,ASCC,EBPC,CETC,EPTC,EMPC,ENIC",4.53,54.1,0.005,0.972,0.981,85.7,0,0.0,53.73,53.23,0,2.4,0.52,1,1
2018-06-14,2018-09-11,2018-09-12,2018-09-18,PEQUEÑO,Trader no regulado,10,8,"HIMC,TPLC,CCOC,ITLC,GECC,PRIC,RQEC,CMXC,RPEC,GSAC",4.53,49.6,0.005,0.926,0.988,42.9,0,0.0,39.12,24.97,0,2.4,7.27,0,0
2018-06-14,2018-09-11,2018-09-12,2018-09-18,MEDIANO,Comercializador regulado,10,10,"EMIC,EDQC,EMSC,CHCC,CDNC,ESSC,EPSC,HLAC,CNSC,CASC",1.67,56.72,0.005,0.968,0.983,100.0,0,0.0,55.04,52.78,0,3.2,1.52,1,1
2018-06-14,2018-09-11,2018-09-12,2018-09-18,GRANDE,Comercializador regulado,3,3,"EDIC,EPMC,CDSC",0.0,60.4,0.005,0.967,0.999,57.1,0,0.0,57.92,54.57,1,33.0,0.42,0,0
2018-06-14,2018-09-11,2018-09-12,2018-09-18,MEDIANO,Trader no regulado,4,2,"CHVC,ENDC,ISGC,SOEC",0.0,55.48,0.005,0.974,0.998,28.6,0,0.0,55.46,55.44,0,3.2,0.0,0,0
2018-06-14,2018-09-11,2018-09-12,2018-09-18,PEQUEÑO,Trader con sobrecobertura de contratos,3,1,"GSAC,ESPC,NRCC",-552.41,-9810.14,0.6418,1.014,0.0,0.0,1,68656.88,-10009.46,-10278.46,0,2.4,834.4,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,PEQUEÑO,Comercializador regulado,10,8,"CTIC,EGVC,ASCC,EBPC,DLRC,CETC,EDPC,EPTC,EMPC,ENIC",4.01,53.81,0.005,0.978,1.0,57.1,0,0.0,53.47,53.01,0,2.4,0.99,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,MEDIANO,Comercializador regulado,10,10,"EMIC,EMSC,EDQC,CDNC,CHCC,ESSC,EPSC,CNSC,HLAC,CASC",1.92,56.38,0.005,0.98,1.0,57.1,0,0.0,54.63,52.26,0,3.2,1.0,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,GRANDE,Comercializador regulado,3,3,"EDIC,EPMC,CDSC",0.0,59.94,0.005,0.983,1.0,0.0,0,0.0,57.51,54.23,1,33.0,0.82,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,MEDIANO,Trader no regulado,4,2,"CHVC,ENDC,ISGC,SOEC",0.0,55.19,0.005,0.976,1.0,0.0,0,0.0,55.2,55.22,0,3.2,0.0,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,PEQUEÑO,Trader no regulado,10,7,"TPLC,CCOC,ITLC,GECC,PRIC,RQEC,CMXC,RPEC,ESPC,GSAC",-1.08,20.32,0.005,0.945,0.998,0.0,0,0.0,8.47,-7.53,0,2.4,4.54,0,0
2018-07-14,2018-10-11,2018-10-12,2018-10-18,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),2,2,"HIMC,GSAC",-245.21,112.42,0.3085,0.99,1.0,100.0,0,0.0,74.76,23.92,0,2.4,2676.3,0,0
2018-08-13,2018-11-10,2018-11-11,2018-11-17,PEQUEÑO,Comercializador regulado,10,8,"CTIC,EGVC,ASCC,DLRC,EBPC,CETC,EDPC,EPTC,EMPC,ENIC",4.11,53.06,0.005,0.986,1.0,57.1,0,0.0,51.64,49.71,0,2.4,1.28,0,0
2018-08-13,2018-11-10,2018-11-11,2018-11-17,MEDIANO,Comercializador regulado,10,10,"EMIC,EMSC,EDQC,CDNC,CHCC,ESSC,EPSC,CASC,CNSC,HLAC",1.31,55.66,0.005,0.994,0.996,100.0,0,0.0,53.88,51.47,0,3.2,0.91,1,1
2018-08-13,2018-11-10,2018-11-11,2018-11-17,GRANDE,Comercializador regulado,3,2,"EDIC,EPMC,CDSC",0.0,59.72,0.005,0.998,0.999,0.0,0,0.0,56.45,52.03,1,33.2,0.77,0,0
2018-08-13,2018-11-10,2018-11-11,2018-11-17,MEDIANO,Trader no regulado,4,2,"CHVC,ENDC,ISGC,SOEC",0.0,54.41,0.005,0.984,1.0,14.3,0,0.0,54.33,54.22,0,3.2,0.0,0,0
2018-08-13,2018-11-10,2018-11-11,2018-11-17,PEQUEÑO,Trader no regulado,10,6,"TPLC,CCOC,ITLC,GECC,PRIC,RQEC,CMXC,RPEC,ESPC,GSAC",-1.32,20.21,0.005,1.075,0.956,0.0,0,0.0,5.2,-15.05,0,2.4,4.27,0,0
2018-08-13,2018-11-10,2018-11-11,2018-11-17,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),2,2,"HIMC,GSAC",-249.07,114.62,0.2985,1.092,0.996,100.0,0,0.0,70.54,11.04,0,2.4,2543.12,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,PEQUEÑO,Comercializador mixto,7,5,"HIMC,RPEC,TPLC,CCOC,ITLC,CMXC,GSAC",16.83,-10.08,0.005,-0.239,0.024,0.0,0,47.44,-40.09,-80.59,0,2.3,7.56,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,PEQUEÑO,Comercializador regulado,10,8,"CTIC,EGVC,DLRC,EDPC,ASCC,CETC,EBPC,EPTC,ENIC,EMPC",2.36,52.05,0.005,1.002,1.0,100.0,0,0.0,50.73,48.95,0,2.3,1.7,1,1
2018-09-12,2018-12-10,2018-12-11,2018-12-17,MEDIANO,Comercializador regulado,10,10,"EMIC,EMSC,EDQC,ESSC,CHCC,CASC,EPSC,CDNC,CNSC,HLAC",0.61,51.59,0.005,0.932,0.933,57.1,0,0.0,50.24,48.42,0,3.3,1.74,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,GRANDE,Comercializador regulado,3,2,"EDIC,EPMC,CDSC",0.0,53.03,0.005,0.893,1.0,100.0,0,0.0,50.47,47.02,1,33.0,0.6,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,PEQUEÑO,Trader no regulado,5,4,"GECC,PRIC,RQEC,RPEC,ESPC",-9.55,41.58,0.005,0.912,1.0,42.9,0,0.0,41.61,41.64,0,2.3,0.67,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,MEDIANO,Comercializador mixto,1,1,CHVC,37.5,49.95,0.5274,0.553,1.0,28.6,0,0.0,24.65,-9.49,0,3.3,2.73,0,0
2018-09-12,2018-12-10,2018-12-11,2018-12-17,MEDIANO,Trader no regulado,3,1,"ENDC,ISGC,SOEC",0.0,53.42,1.0,0.978,1.0,71.4,0,0.0,53.44,53.47,0,3.3,0.0,0,0
2018-10-12,2019-01-09,2019-01-10,2019-01-16,PEQUEÑO,Comercializador mixto,7,5,"HIMC,TPLC,CCOC,ITLC,RPEC,CMXC,GSAC",15.16,-57.55,0.005,-2.231,0.0,0.0,0,454.31,-80.25,-110.88,0,2.2,17.82,0,0
2018-10-12,2019-01-09,2019-01-10,2019-01-16,PEQUEÑO,Comercializador regulado,10,6,"CTIC,EGVC,DLRC,EDPC,ASCC,CETC,EBPC,ENIC,EMPC,EPTC",6.58,40.42,0.005,0.766,0.999,100.0,0,0.0,39.49,38.23,0,2.2,1.73,1,1
2018-10-12,2019-01-09,2019-01-10,2019-01-16,MEDIANO,Comercializador regulado,10,6,"EMIC,EDQC,EMSC,CASC,ESSC,CHCC,EPSC,CNSC,HLAC,CDNC",2.17,42.45,0.005,0.777,0.999,100.0,0,0.0,40.72,38.38,0,3.3,0.75,1,1
2018-10-12,2019-01-09,2019-01-10,2019-01-16,PEQUEÑO,Trader no regulado,7,4,"GECC,PRIC,RQEC,ITLC,RPEC,GSAC,ESPC",-53.75,-31.27,0.005,-0.719,0.0,0.0,0,219.23,-30.21,-28.77,0,2.2,25.67,0,0
2018-10-12,2019-01-09,2019-01-10,2019-01-16,MEDIANO,Comercializador mixto,2,1,"CHVC,ECTC",2.39,7.1,0.1343,0.092,0.288,0.0,0,72.16,-15.19,-45.27,0,3.3,11.61,0,0
2018-10-12,2019-01-09,2019-01-10,2019-01-16,GRANDE,Comercializador regulado,3,2,"EDIC,EPMC,CDSC",0.0,43.66,1.0,0.753,1.0,100.0,0,0.0,42.18,40.18,1,31.7,6.95,0,0
2018-10-12,2019-01-09,2019-01-10,2019-01-16,MEDIANO,Trader no regulado,3,2,"ENDC,ISGC,SOEC",0.0,48.87,1.0,0.901,0.999,100.0,0,0.0,49.38,50.06,0,3.3,0.0,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,PEQUEÑO,Comercializador regulado,10,7,"ASCC,CETC,EGVC,EDPC,ENIC,DLRC,CTIC,EBPC,EVSC,EPTC",10.05,40.83,0.005,0.884,0.781,100.0,0,0.0,40.42,39.86,0,2.2,0.7,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,MEDIANO,Comercializador regulado,10,3,"EPSC,EDQC,CASC,ESSC,CHCC,HLAC,CNSC,EMIC,CDNC,EMSC",1.52,42.19,0.005,0.859,0.769,100.0,0,0.0,40.13,37.34,0,3.2,1.88,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,GRANDE,Comercializador regulado,3,1,"EPMC,CDSC,EDIC",0.0,36.91,0.005,0.798,0.937,100.0,0,0.0,32.88,27.44,1,30.9,3.28,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,PEQUEÑO,Trader no regulado,10,6,"TPLC,CCOC,GECC,PRIC,ITLC,RQEC,CMXC,LESC,RPEC,ESPC",-7.17,42.43,0.005,1.021,0.871,100.0,0,0.0,42.6,42.82,0,2.2,3.26,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,2,"RPEC,HIMC,TPLC",-4.59,0.36,0.0149,0.014,0.035,0.0,0,72.97,-31.57,-74.66,0,2.2,25.0,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,MEDIANO,Trader no regulado,5,4,"ENDC,ISGC,SOEC,CHVC,ECTC",2.94,48.27,0.2736,0.916,0.983,100.0,0,0.0,48.96,49.9,0,3.2,0.0,0,0
2018-11-11,2019-02-08,2019-02-09,2019-02-15,MEDIANO,Trader expuesto a bolsa (sin cobertura),1,1,ECTC,-8.97,0.36,0.607,0.014,1.0,0.0,0,72.97,-31.57,-74.66,0,3.2,49.29,0,0
2018-12-11,2019-03-10,2019-03-11,2019-03-17,PEQUEÑO,Comercializador regulado,10,6,"ASCC,CETC,EGVC,EDPC,ENIC,EVSC,EBPC,ETTC,DLRC,EPTC",19.52,44.04,0.005,0.99,1.0,100.0,0,0.0,44.34,44.75,0,2.2,2.67,1,1
2018-12-11,2019-03-10,2019-03-11,2019-03-17,MEDIANO,Trader no regulado,5,4,"ENDC,ISGC,SOEC,ECTC,CHVC",8.61,47.62,0.005,0.984,1.0,100.0,0,0.0,48.26,49.12,0,3.1,0.0,1,1
2018-12-11,2019-03-10,2019-03-11,2019-03-17,MEDIANO,Comercializador regulado,10,3,"EPSC,EDQC,CHCC,CASC,EBSC,ESSC,HLAC,CDNC,CNSC,EMSC",1.34,41.2,0.005,1.041,1.0,100.0,0,0.0,39.1,36.26,0,3.1,2.0,1,1
2018-12-11,2019-03-10,2019-03-11,2019-03-17,GRANDE,Comercializador regulado,3,1,"EPMC,CDSC,EDIC",0.0,35.3,0.005,1.121,1.0,85.7,0,0.0,30.56,24.16,1,31.0,2.32,0,0
2018-12-11,2019-03-10,2019-03-11,2019-03-17,PEQUEÑO,Trader no regulado,10,7,"GECC,PRIC,ITLC,TPLC,CMXC,RQEC,LESC,RPEC,ESPC,GSAC",-159.14,-76.35,0.005,0.978,0.0,0.0,1,530.19,-78.44,-81.27,0,2.2,19.54,0,0
2018-12-11,2019-03-10,2019-03-11,2019-03-17,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),2,1,"HIMC,TPLC",-43.55,1.47,0.393,-0.053,0.586,14.3,0,28.42,-29.04,-70.22,0,2.2,25.0,0,0
2018-12-11,2019-03-10,2019-03-11,2019-03-17,MEDIANO,Trader expuesto a bolsa (sin cobertura),1,1,ECTC,-19.49,1.47,0.597,-0.142,1.0,0.0,0,28.42,-29.04,-70.22,0,3.1,48.61,0,0
2019-01-10,2019-04-09,2019-04-10,2019-04-16,PEQUEÑO,Comercializador regulado,10,8,"ASCC,CETC,EGVC,ENIC,EDPC,EVSC,EPTC,EBPC,DLRC,ETTC",20.16,42.77,0.005,1.009,1.0,100.0,0,0.0,42.09,41.16,0,2.2,1.42,1,1
2019-01-10,2019-04-09,2019-04-10,2019-04-16,MEDIANO,Trader no regulado,5,4,"ENDC,ISGC,SOEC,ECTC,CHVC",7.74,47.31,0.005,0.989,1.0,100.0,0,0.0,47.27,47.22,0,3.1,0.0,1,1
2019-01-10,2019-04-09,2019-04-10,2019-04-16,MEDIANO,Comercializador regulado,10,4,"EPSC,EBSC,EDQC,CASC,CHCC,HLAC,ESSC,CDNC,CNSC,EMSC",1.03,44.19,0.005,1.1,0.999,85.7,0,0.0,41.08,36.88,0,3.1,1.44,1,1
2019-01-10,2019-04-09,2019-04-10,2019-04-16,GRANDE,Comercializador regulado,3,1,"EPMC,CDSC,EDIC",0.0,41.2,0.005,1.245,1.0,0.0,0,0.0,35.05,26.75,1,30.8,1.46,0,0
2019-01-10,2019-04-09,2019-04-10,2019-04-16,PEQUEÑO,Trader no regulado,9,7,"GECC,PRIC,ITLC,CMXC,RQEC,LESC,RPEC,ESPC,GSAC",-312.57,-116.52,0.005,0.967,0.0,0.0,1,822.98,-120.03,-124.78,0,2.2,16.19,0,0
2019-01-10,2019-04-09,2019-04-10,2019-04-16,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,3,"RPEC,HIMC,TPLC,ECGC",-25.2,26.61,0.9353,-4.821,0.914,28.6,0,3.77,-3.47,-44.08,0,2.2,0.0,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,PEQUEÑO,Comercializador regulado,10,8,"ASCC,CETC,EGVC,ENIC,EDPC,EVSC,EPTC,CQTC,EBPC,DLRC",16.4,42.63,0.005,1.045,0.889,100.0,0,0.0,40.79,38.32,0,2.1,1.75,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,MEDIANO,Comercializador regulado,10,4,"EPSC,EBSC,EDQC,CASC,CHCC,ESSC,CDNC,HLAC,CNSC,EMSC",0.75,47.82,0.005,1.139,0.938,100.0,0,0.0,44.18,39.27,0,3.1,2.3,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,GRANDE,Comercializador regulado,3,1,"EPMC,CDSC,EDIC",0.0,49.59,0.005,1.359,0.991,71.4,0,0.0,42.12,32.05,1,30.6,6.58,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),6,5,"CMXC,HIMC,TPLC,RPEC,LESC,ECGC",-13.73,64.2,0.005,8.392,0.866,71.4,0,0.0,28.69,-19.23,0,2.1,6.28,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,PEQUEÑO,Trader no regulado,7,5,"GECC,PRIC,ITLC,RQEC,RPEC,ESPC,GSAC",-308.96,-242.12,0.005,0.969,0.0,0.0,1,1731.41,-243.25,-244.78,0,2.1,32.34,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,MEDIANO,Trader no regulado,4,3,"ENDC,ISGC,SOEC,ECTC",6.03,46.4,0.1294,0.977,1.0,28.6,0,0.0,46.42,46.45,0,3.1,0.0,0,0
2019-02-09,2019-05-09,2019-05-10,2019-05-16,MEDIANO,Trader expuesto a bolsa (sin cobertura),1,1,CHVC,-16.53,56.94,0.4726,2.423,1.0,71.4,0,0.0,36.64,9.24,0,3.1,4.07,0,0
2019-03-11,2019-06-08,2019-06-09,2019-06-15,PEQUEÑO,Comercializador regulado,10,8,"EGVC,EPTC,ASCC,CETC,EDPC,CQTC,ENIC,CTIC,EBPC,DLRC",13.6,46.9,0.005,1.105,0.979,100.0,0,0.0,43.36,38.57,0,2.0,1.45,1,1
2019-03-11,2019-06-08,2019-06-09,2019-06-15,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),5,4,"RPEC,HIMC,TPLC,ECGC,GSAC",10.19,92.8,0.005,2.093,1.0,100.0,0,0.0,51.69,-3.79,0,2.0,0.0,1,1
2019-03-11,2019-06-08,2019-06-09,2019-06-15,MEDIANO,Comercializador regulado,10,5,"EDQC,CHCC,EPSC,ESSC,CASC,EMSC,CNSC,EBSC,EMIC,CDNC",0.7,50.5,0.005,1.089,0.973,100.0,0,0.0,46.3,40.62,0,3.1,1.69,1,1
2019-03-11,2019-06-08,2019-06-09,2019-06-15,GRANDE,Comercializador regulado,3,1,"EPMC,CDSC,EDIC",0.0,51.73,0.005,1.139,0.999,57.1,0,0.0,44.27,34.19,1,30.3,0.86,0,0
2019-03-11,2019-06-08,2019-06-09,2019-06-15,PEQUEÑO,Trader no regulado,9,7,"GECC,PRIC,ITLC,CMXC,RPEC,RQEC,LESC,GSAC,ESPC",-101.14,31.31,0.005,-2.004,0.992,14.3,0,0.0,20.29,5.42,0,2.0,9.13,0,0
2019-03-11,2019-06-08,2019-06-09,2019-06-15,MEDIANO,Trader no regulado,5,4,"ECTC,ENDC,ISGC,SOEC,CHVC",1.44,47.22,0.7413,0.999,1.0,0.0,0,0.0,47.18,47.12,0,3.1,0.0,0,0
2019-04-10,2019-07-08,2019-07-09,2019-07-15,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),5,4,"HIMC,TPLC,RPEC,ECGC,GSAC",46.68,92.59,0.005,1.093,0.998,100.0,0,0.0,51.5,-3.95,0,1.9,0.64,1,1
2019-04-10,2019-07-08,2019-07-09,2019-07-15,PEQUEÑO,Comercializador regulado,10,10,"CTIC,EPTC,EGVC,CQTC,ASCC,CETC,EDPC,EBPC,ENIC,DLRC",13.07,42.95,0.005,0.993,0.96,100.0,0,0.0,39.89,35.75,0,1.9,2.93,1,1
2019-04-10,2019-07-08,2019-07-09,2019-07-15,MEDIANO,Comercializador regulado,10,6,"EMIC,CNSC,EMSC,ESSC,CHCC,EDQC,CASC,EBSC,EPSC,CDNC",2.05,48.53,0.005,0.991,0.961,100.0,0,0.0,45.12,40.52,0,3.1,0.84,1,1
2019-04-10,2019-07-08,2019-07-09,2019-07-15,MEDIANO,Trader no regulado,5,4,"CHVC,ECTC,ENDC,ISGC,SOEC",0.0,45.84,0.005,0.975,1.0,0.0,0,0.0,45.95,46.09,0,3.1,0.0,0,0
2019-04-10,2019-07-08,2019-07-09,2019-07-15,PEQUEÑO,Trader no regulado,9,7,"CMXC,GECC,PRIC,ITLC,RPEC,RQEC,LESC,ESPC,GSAC",-85.77,29.53,0.005,1.001,0.985,28.6,0,0.0,24.72,18.22,0,1.9,8.99,0,0
2019-04-10,2019-07-08,2019-07-09,2019-07-15,GRANDE,Comercializador regulado,3,1,"CDSC,EDIC,EPMC",0.0,51.08,1.0,0.999,0.997,85.7,0,0.0,47.1,41.72,1,30.3,0.55,0,0
2019-05-10,2019-08-07,2019-08-08,2019-08-14,PEQUEÑO,Comercializador regulado,10,10,"CTIC,EPTC,EGVC,ASCC,CETC,CQTC,EDPC,EBPC,ENIC,EMPC",12.36,36.97,0.005,0.944,0.92,85.7,0,0.0,34.83,31.93,0,1.9,2.16,0,0
2019-05-10,2019-08-07,2019-08-08,2019-08-14,MEDIANO,Comercializador regulado,10,10,"EMIC,CNSC,EMSC,ESSC,CHCC,EDQC,CASC,EBSC,EPSC,CDNC",2.16,46.11,0.005,0.943,0.999,85.7,0,0.0,43.68,40.39,0,3.1,1.38,1,1
2019-05-10,2019-08-07,2019-08-08,2019-08-14,GRANDE,Comercializador regulado,3,3,"EDIC,CDSC,EPMC",0.0,47.6,0.005,0.933,1.0,71.4,0,0.0,44.33,39.91,1,30.4,0.37,0,0
2019-05-10,2019-08-07,2019-08-08,2019-08-14,MEDIANO,Trader no regulado,5,3,"CHVC,ECTC,ENDC,ISGC,SOEC",0.0,44.81,0.005,0.961,1.0,28.6,0,0.0,45.03,45.32,0,3.1,0.0,0,0
2019-05-10,2019-08-07,2019-08-08,2019-08-14,PEQUEÑO,Trader no regulado,9,7,"CMXC,ITLC,GECC,PRIC,RPEC,RQEC,LESC,ECGC,ESPC",-123.94,14.06,0.005,0.76,0.265,0.0,0,25.84,-1.5,-22.51,0,1.9,13.3,0,0
2019-05-10,2019-08-07,2019-08-08,2019-08-14,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),5,4,"HIMC,TPLC,RPEC,ECGC,GSAC",49.81,72.02,0.0149,0.798,0.12,85.7,0,441.04,-78.57,-281.8,0,1.9,36.46,0,0
2019-06-09,2019-09-06,2019-09-07,2019-09-13,PEQUEÑO,Comercializador regulado,10,10,"EPTC,CTIC,EGVC,ASCC,CETC,CQTC,EDPC,EBPC,ENIC,EMPC",10.09,34.06,0.005,0.88,1.0,100.0,0,0.0,32.99,31.54,0,2.0,1.56,1,1
2019-06-09,2019-09-06,2019-09-07,2019-09-13,MEDIANO,Comercializador regulado,10,8,"EMIC,CNSC,EMSC,ESSC,CHCC,EDQC,EBSC,EPSC,CASC,CDNC",2.67,41.42,0.005,0.858,0.999,71.4,0,0.0,39.28,36.4,0,3.1,1.98,1,1
2019-06-09,2019-09-06,2019-09-07,2019-09-13,GRANDE,Comercializador regulado,3,1,"EDIC,CDSC,EPMC",0.0,41.14,0.005,0.818,1.0,71.4,0,0.0,38.51,34.96,1,30.0,1.59,0,0
2019-06-09,2019-09-06,2019-09-07,2019-09-13,MEDIANO,Trader no regulado,5,3,"CHVC,ECTC,ENDC,ISGC,SOEC",0.0,43.41,0.005,0.947,1.0,71.4,0,0.0,43.79,44.3,0,3.1,0.0,1,1
2019-06-09,2019-09-06,2019-09-07,2019-09-13,PEQUEÑO,Trader no regulado,9,7,"CMXC,ITLC,GECC,PRIC,RPEC,RQEC,LESC,ECGC,ESPC",-129.96,-95.9,0.005,0.961,0.0,0.0,1,727.43,-104.85,-116.92,0,2.0,7.63,0,0
2019-06-09,2019-09-06,2019-09-07,2019-09-13,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),5,4,"HIMC,TPLC,RPEC,ECGC,GSAC",50.3,28.8,0.4279,0.319,0.89,71.4,0,6.36,-5.5,-51.79,0,2.0,50.83,0,0
2019-07-09,2019-10-06,2019-10-07,2019-10-13,PEQUEÑO,Comercializador regulado,10,6,"EPTC,CTIC,EGVC,ASCC,CETC,ENIC,CQTC,EBPC,EVSC,EDPC",11.86,34.07,0.005,0.831,0.987,100.0,0,0.0,33.46,32.62,0,2.1,1.23,1,1
2019-07-09,2019-10-06,2019-10-07,2019-10-13,MEDIANO,Comercializador regulado,10,4,"EMIC,CNSC,EDQC,ESSC,CHCC,EMSC,EBSC,CASC,EPSC,CDNC",2.71,31.67,0.005,0.694,0.992,100.0,0,0.0,30.96,30.0,0,3.2,1.37,1,1
2019-07-09,2019-10-06,2019-10-07,2019-10-13,MEDIANO,Trader no regulado,5,1,"CHVC,ECTC,ENDC,ISGC,SOEC",0.0,42.41,0.005,0.949,0.998,100.0,0,0.0,42.39,42.36,0,3.2,0.0,0,0
2019-07-09,2019-10-06,2019-10-07,2019-10-13,PEQUEÑO,Trader no regulado,9,7,"CMXC,GECC,PRIC,ITLC,RPEC,RQEC,LESC,ECGC,ESPC",-185.94,-149.76,0.005,1.052,0.0,0.0,1,1054.76,-152.84,-156.99,0,2.1,11.27,0,0
2019-07-09,2019-10-06,2019-10-07,2019-10-13,GRANDE,Comercializador regulado,3,1,"EDIC,CDSC,EPMC",0.0,27.31,0.01,0.583,1.0,14.3,0,0.0,25.74,23.63,1,30.1,0.82,0,0
2019-07-09,2019-10-06,2019-10-07,2019-10-13,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),2,1,"HIMC,TPLC",41.13,-111.53,0.8209,-1.659,0.0,0.0,1,761.88,-129.81,-154.47,0,2.1,12.5,0,0
2019-08-08,2019-11-05,2019-11-06,2019-11-12,PEQUEÑO,Comercializador regulado,10,8,"ASCC,CETC,EGVC,EPTC,CTIC,ENIC,CQTC,EVSC,EBPC,DLRC",15.46,35.07,0.005,0.925,1.0,100.0,0,0.0,35.26,35.52,0,2.1,0.37,1,1
2019-08-08,2019-11-05,2019-11-06,2019-11-12,MEDIANO,Comercializador regulado,10,6,"EPSC,EDQC,CHCC,ESSC,CNSC,EBSC,EMIC,EMSC,CASC,CDNC",1.17,36.31,0.005,0.899,1.0,100.0,0,0.0,34.91,33.03,0,3.2,1.93,1,1
2019-08-08,2019-11-05,2019-11-06,2019-11-12,GRANDE,Comercializador regulado,3,1,"EPMC,CDSC,EDIC",0.0,34.75,0.005,0.87,1.0,28.6,0,0.0,32.35,29.1,1,30.4,0.64,0,0
2019-08-08,2019-11-05,2019-11-06,2019-11-12,PEQUEÑO,Trader no regulado,9,7,"GECC,PRIC,ITLC,CMXC,RPEC,RQEC,LESC,ECGC,ESPC",-188.51,-133.72,0.005,1.038,0.0,0.0,1,936.93,-137.52,-142.64,0,2.1,12.45,0,0
2019-08-08,2019-11-05,2019-11-06,2019-11-12,MEDIANO,Trader no regulado,5,3,"ENDC,ISGC,SOEC,ECTC,CHVC",5.61,41.74,0.0846,0.965,1.0,100.0,0,0.0,41.82,41.93,0,3.2,0.0,0,0
2019-08-08,2019-11-05,2019-11-06,2019-11-12,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),3,2,"HIMC,TPLC,RPEC",0.0,-12.27,0.9403,-0.596,0.0,0.0,0,114.04,-43.18,-84.9,0,2.1,0.0,0,0
2019-09-07,2019-12-05,2019-12-06,2019-12-12,PEQUEÑO,Comercializador regulado,10,8,"ASCC,CETC,EGVC,ENIC,EPTC,CTIC,CQTC,EVSC,EDPC,EMPC",21.09,34.62,0.005,0.967,1.0,100.0,0,0.0,34.91,35.29,0,2.3,3.54,1,1
