estudio_ini,estudio_fin,impacto_ini,impacto_fin,segmento,arquetipo_ganador,n_arquetipos,n_efectivo,codigos_arquetipos,p_valor_bootstrap_arquetipo,ratio_replicacion,dsr,holdout_pct,pct_dias_gana_segmento,kill_switch_1_0,ev_historico_cop_kwh,supera_capacidad_1_0,mae_f1_promedio_pp,candidata_1_0,valida_cheap_1_0
2021-12-25,2022-03-24,2022-03-25,2022-03-31,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador mixto con convocatoria,Comercializador mixto con convocatoria,Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,0.241,0.002,,57.1,0,-13.44,0,,0,0
2021-12-25,2022-03-24,2022-03-25,2022-03-31,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader no regulado",0.2338,0.175,0.684,,71.4,0,0.97,0,,0,0
2021-12-25,2022-03-24,2022-03-25,2022-03-31,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.095,1.0,,42.9,0,-11.02,1,,0,0
2022-01-24,2022-04-23,2022-04-24,2022-04-30,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,41.71,0.993,,100.0,0,42.04,0,,1,1
2022-01-24,2022-04-23,2022-04-24,2022-04-30,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader no regulado",0.2338,2.043,0.997,,28.6,0,8.03,0,,0,0
2022-01-24,2022-04-23,2022-04-24,2022-04-30,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.561,1.0,,14.3,0,-4.1,1,,0,0
2022-02-23,2022-05-23,2022-05-24,2022-05-30,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,1.724,0.986,,100.0,0,61.74,0,,1,1
2022-02-23,2022-05-23,2022-05-24,2022-05-30,GRANDE,Comercializador regulado,2,2,"Comercializador regulado,Trader no regulado",0.7015,1.172,1.0,,71.4,0,8.89,1,,0,0
2022-02-23,2022-05-23,2022-05-24,2022-05-30,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado",0.995,1.266,0.998,,100.0,0,-0.42,0,,0,0
2022-03-25,2022-06-22,2022-06-23,2022-06-29,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,1.026,0.987,,100.0,0,55.91,0,,1,1
2022-03-25,2022-06-22,2022-06-23,2022-06-29,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado",0.3881,0.977,0.989,,100.0,0,-2.92,0,,0,0
2022-03-25,2022-06-22,2022-06-23,2022-06-29,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Trader no regulado",0.5522,0.973,1.0,,85.7,0,6.6,1,,0,0
2022-04-24,2022-07-22,2022-07-23,2022-07-29,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,0.972,0.92,,100.0,0,11.46,0,,0,0
2022-04-24,2022-07-22,2022-07-23,2022-07-29,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.4726,0.237,0.771,,100.0,0,-7.2,0,,0,0
2022-04-24,2022-07-22,2022-07-23,2022-07-29,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.5672,0.34,1.0,,0.0,0,-7.69,1,,0,0
2022-05-24,2022-08-21,2022-08-22,2022-08-28,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,Trader expuesto a bolsa (sin cobertura),0.005,0.151,0.907,,100.0,0,-67.87,0,,0,0
2022-05-24,2022-08-21,2022-08-22,2022-08-28,MEDIANO,Comercializador regulado,3,3,Comercializador regulado,0.3781,5.723,0.0,,28.6,0,-13.78,0,,0,0
2022-05-24,2022-08-21,2022-08-22,2022-08-28,GRANDE,Comercializador regulado,1,1,Comercializador regulado,0.5622,-4.164,1.0,,0.0,0,-16.13,1,,0,0
2022-06-23,2022-09-20,2022-09-21,2022-09-27,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.225,1.0,,100.0,0,5.56,0,,0,0
2022-06-23,2022-09-20,2022-09-21,2022-09-27,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado",0.1741,18.556,0.0,,100.0,0,-14.21,0,,0,0
2022-06-23,2022-09-20,2022-09-21,2022-09-27,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado",0.5771,-5.246,1.0,,14.3,0,-16.23,1,,0,0
2022-07-23,2022-10-20,2022-10-21,2022-10-27,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-1.945,0.0,,42.9,0,-58.58,0,,0,0
2022-07-23,2022-10-20,2022-10-21,2022-10-27,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.2886,1.807,0.0,,100.0,0,-17.68,0,,0,0
2022-07-23,2022-10-20,2022-10-21,2022-10-27,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5622,1.577,1.0,,0.0,0,-17.86,1,,0,0
2022-08-22,2022-11-19,2022-11-20,2022-11-26,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,3.974,0.944,,100.0,0,28.11,0,,0,0
2022-08-22,2022-11-19,2022-11-20,2022-11-26,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.8905,0.687,0.0,,28.6,0,-11.35,0,,0,0
2022-08-22,2022-11-19,2022-11-20,2022-11-26,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.524,1.0,,28.6,0,-13.75,1,,0,0
2022-09-21,2022-12-19,2022-12-20,2022-12-26,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-9.158,0.0,,71.4,1,-84.47,0,,0,0
2022-09-21,2022-12-19,2022-12-20,2022-12-26,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.4726,3.048,0.0,,100.0,0,-27.07,0,,0,0
2022-09-21,2022-12-19,2022-12-20,2022-12-26,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5323,4.595,1.0,,42.9,0,-35.16,1,,0,0
2022-10-21,2023-01-18,2023-01-19,2023-01-25,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-1.055,0.817,,100.0,0,-1.12,0,,0,0
2022-10-21,2023-01-18,2023-01-19,2023-01-25,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.3582,0.985,0.0,,14.3,0,-18.47,0,,0,0
2022-10-21,2023-01-18,2023-01-19,2023-01-25,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5622,0.912,1.0,,14.3,0,-15.94,1,,0,0
2022-11-20,2023-02-17,2023-02-18,2023-02-24,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.0199,1.594,0.0,,100.0,0,-75.03,0,,0,0
2022-11-20,2023-02-17,2023-02-18,2023-02-24,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader no regulado",0.8756,1.569,0.0,,100.0,0,-34.89,0,,0,0
2022-11-20,2023-02-17,2023-02-18,2023-02-24,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.732,1.0,,85.7,0,-47.02,1,,0,0
2022-12-20,2023-03-19,2023-03-20,2023-03-26,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader expuesto a bolsa (sin cobertura)",0.005,0.817,0.021,,71.4,0,-41.92,0,,0,0
2022-12-20,2023-03-19,2023-03-20,2023-03-26,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos",0.8706,0.632,0.0,,42.9,0,-43.15,0,,0,0
2022-12-20,2023-03-19,2023-03-20,2023-03-26,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.438,1.0,,71.4,0,-27.52,1,,0,0
2023-01-19,2023-04-18,2023-04-19,2023-04-25,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader expuesto a bolsa (sin cobertura)",0.005,0.982,0.002,,57.1,0,-63.13,0,,0,0
2023-01-19,2023-04-18,2023-04-19,2023-04-25,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.8607,1.027,0.001,,0.0,1,-78.53,0,,0,0
2023-01-19,2023-04-18,2023-04-19,2023-04-25,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.003,1.0,,85.7,0,-31.76,1,,0,0
2023-02-18,2023-05-18,2023-05-19,2023-05-25,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,4.056,0.0,,100.0,0,-72.27,0,,0,0
2023-02-18,2023-05-18,2023-05-19,2023-05-25,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader expuesto a bolsa (sin cobertura)",0.005,2.884,0.0,,100.0,1,-166.25,0,,0,0
2023-02-18,2023-05-18,2023-05-19,2023-05-25,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5124,6.383,1.0,,42.9,1,-124.01,1,,0,0
2023-03-20,2023-06-17,2023-06-18,2023-06-24,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,4.13,0.0,,100.0,0,-60.88,0,,0,0
2023-03-20,2023-06-17,2023-06-18,2023-06-24,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,2.343,0.0,,100.0,1,-157.29,0,,0,0
2023-03-20,2023-06-17,2023-06-18,2023-06-24,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5274,3.864,1.0,,57.1,1,-92.38,1,,0,0
2023-04-19,2023-07-17,2023-07-18,2023-07-24,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,0.754,0.0,,100.0,0,-29.75,0,,0,0
2023-04-19,2023-07-17,2023-07-18,2023-07-24,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader expuesto a bolsa (sin cobertura)",0.005,0.865,0.0,,57.1,1,-110.96,0,,0,0
2023-04-19,2023-07-17,2023-07-18,2023-07-24,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.4876,0.809,1.0,,0.0,0,-56.66,1,,0,0
2023-05-19,2023-08-16,2023-08-17,2023-08-23,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,1.048,0.0,,57.1,0,-16.47,0,,0,0
2023-05-19,2023-08-16,2023-08-17,2023-08-23,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader expuesto a bolsa (sin cobertura)",0.005,0.768,0.0,,71.4,1,-119.21,0,,0,0
2023-05-19,2023-08-16,2023-08-17,2023-08-23,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5224,0.812,1.0,,0.0,0,-62.62,1,,0,0
2023-06-18,2023-09-15,2023-09-16,2023-09-22,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,1.207,0.0,,100.0,0,-20.74,0,,0,0
2023-06-18,2023-09-15,2023-09-16,2023-09-22,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader expuesto a bolsa (sin cobertura)",0.005,1.015,0.0,,100.0,1,-124.5,0,,0,0
2023-06-18,2023-09-15,2023-09-16,2023-09-22,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5373,2.22,1.0,,14.3,1,-162.67,1,,0,0
2023-07-18,2023-10-15,2023-10-16,2023-10-22,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,1.05,0.0,,100.0,0,-19.25,0,,0,0
2023-07-18,2023-10-15,2023-10-16,2023-10-22,PEQUEÑO,Trader con sobrecobertura de contratos,4,4,"Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader expuesto a bolsa (sin cobertura)",0.005,0.95,0.0,,100.0,0,-36.84,0,,0,0
2023-07-18,2023-10-15,2023-10-16,2023-10-22,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5323,0.922,1.0,,71.4,1,-121.01,1,,0,0
2023-08-17,2023-11-14,2023-11-15,2023-11-21,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Comercializador regulado,Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader no regulado",0.005,1.266,0.0,,85.7,0,-25.7,0,,0,0
2023-08-17,2023-11-14,2023-11-15,2023-11-21,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,0.682,0.0,,85.7,1,-109.41,0,,0,0
2023-08-17,2023-11-14,2023-11-15,2023-11-21,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5224,0.265,1.0,,0.0,0,-49.67,1,,0,0
2023-09-16,2023-12-14,2023-12-15,2023-12-21,MEDIANO,Trader con sobrecobertura de contratos,3,3,"Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,2.896,0.0,,100.0,0,-67.28,0,,0,0
2023-09-16,2023-12-14,2023-12-15,2023-12-21,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.005,1.148,0.0,,100.0,1,-193.65,0,,0,0
2023-09-16,2023-12-14,2023-12-15,2023-12-21,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.4975,0.839,1.0,,0.0,1,-93.38,1,,0,0
2023-10-16,2024-01-13,2024-01-14,2024-01-20,PEQUEÑO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.939,0.0,,100.0,0,-61.54,0,,0,0
2023-10-16,2024-01-13,2024-01-14,2024-01-20,MEDIANO,Comercializador regulado,2,2,"Comercializador regulado,Comercializador regulado,Trader no regulado,Trader no regulado,Trader no regulado",0.1692,0.913,0.0,,85.7,1,-100.08,0,,0,0
2023-10-16,2024-01-13,2024-01-14,2024-01-20,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.4776,1.009,1.0,,85.7,1,-77.84,1,,0,0
2023-11-15,2024-02-12,2024-02-13,2024-02-19,MEDIANO,Comercializador mixto,3,3,"Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador regulado,Trader no regulado",0.005,1.079,0.0,,100.0,0,-78.66,0,,0,0
2023-11-15,2024-02-12,2024-02-13,2024-02-19,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.99,0.0,,100.0,1,-140.2,0,,0,0
2023-11-15,2024-02-12,2024-02-13,2024-02-19,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5224,1.068,1.0,,85.7,1,-81.1,1,,0,0
2023-12-15,2024-03-13,2024-03-14,2024-03-20,MEDIANO,Comercializador mixto,3,3,"Comercializador mixto,Comercializador mixto,Comercializador regulado,Trader no regulado",0.005,1.2,0.0,,100.0,0,-57.37,0,,0,0
2023-12-15,2024-03-13,2024-03-14,2024-03-20,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.088,0.0,,100.0,1,-146.46,0,,0,0
2023-12-15,2024-03-13,2024-03-14,2024-03-20,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.4677,1.149,1.0,,0.0,1,-91.69,1,,0,0
2024-01-14,2024-04-12,2024-04-13,2024-04-19,MEDIANO,Comercializador mixto,3,3,"Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador mixto",0.005,1.507,0.0,,100.0,0,-45.41,0,,0,0
2024-01-14,2024-04-12,2024-04-13,2024-04-19,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.005,1.557,0.0,,100.0,1,-191.87,0,,0,0
2024-01-14,2024-04-12,2024-04-13,2024-04-19,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5224,1.837,1.0,,28.6,1,-152.83,1,,0,0
2024-02-13,2024-05-12,2024-05-13,2024-05-19,PEQUEÑO,Comercializador regulado,4,4,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-0.218,0.858,,100.0,0,12.5,0,,0,0
2024-02-13,2024-05-12,2024-05-13,2024-05-19,MEDIANO,Comercializador mixto,3,3,"Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador regulado",0.005,0.402,0.0,,100.0,0,-17.93,0,,0,0
2024-02-13,2024-05-12,2024-05-13,2024-05-19,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5274,0.293,1.0,,0.0,0,-34.5,1,,0,0
2024-03-14,2024-06-11,2024-06-12,2024-06-18,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.01,1.003,0.0,,85.7,0,-40.08,0,,0,0
2024-03-14,2024-06-11,2024-06-12,2024-06-18,PEQUEÑO,Integrado/regional regulado,4,4,"Comercializador regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.01,0.952,0.001,,85.7,0,-69.79,0,,0,0
2024-03-14,2024-06-11,2024-06-12,2024-06-18,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5522,0.757,1.0,,42.9,0,-47.74,1,,0,0
2024-04-13,2024-07-11,2024-07-12,2024-07-18,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura),Trader no regulado",0.005,1.599,0.001,,100.0,0,-42.77,0,,0,0
2024-04-13,2024-07-11,2024-07-12,2024-07-18,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.005,1.186,0.0,,71.4,0,-43.46,0,,0,0
2024-04-13,2024-07-11,2024-07-12,2024-07-18,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5522,1.111,1.0,,28.6,0,-49.71,1,,0,0
2024-05-13,2024-08-10,2024-08-11,2024-08-17,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.005,1.234,0.0,,100.0,0,-50.54,0,,0,0
2024-05-13,2024-08-10,2024-08-11,2024-08-17,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.212,0.0,,100.0,1,-119.85,0,,0,0
2024-05-13,2024-08-10,2024-08-11,2024-08-17,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5224,1.402,1.0,,71.4,0,-62.75,1,,0,0
2024-06-12,2024-09-09,2024-09-10,2024-09-16,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.005,1.305,0.0,,100.0,0,-53.69,0,,0,0
2024-06-12,2024-09-09,2024-09-10,2024-09-16,PEQUEÑO,Trader expuesto a bolsa (sin cobertura),4,4,"Comercializador regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.0199,1.282,0.0,,100.0,1,-134.52,0,,0,0
2024-06-12,2024-09-09,2024-09-10,2024-09-16,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5124,1.61,1.0,,57.1,1,-77.98,1,,0,0
2024-07-12,2024-10-09,2024-10-10,2024-10-16,PEQUEÑO,Integrado/regional regulado,4,4,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.358,0.0,,100.0,1,-173.49,0,,0,0
2024-07-12,2024-10-09,2024-10-10,2024-10-16,MEDIANO,Integrado/regional regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.9154,1.204,0.0,,100.0,0,-66.03,0,,0,0
2024-07-12,2024-10-09,2024-10-10,2024-10-16,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,1.774,1.0,,100.0,1,-122.87,1,,0,0
2024-08-11,2024-11-08,2024-11-09,2024-11-15,MEDIANO,Comercializador mixto,4,4,"Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador mixto",0.005,0.931,0.0,,100.0,0,-46.76,0,,0,0
2024-08-11,2024-11-08,2024-11-09,2024-11-15,PEQUEÑO,Integrado/regional regulado,4,4,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado",0.005,0.915,0.0,,100.0,1,-143.65,0,,0,0
2024-08-11,2024-11-08,2024-11-09,2024-11-15,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",1.0,0.947,1.0,,0.0,1,-91.81,1,,0,0
2024-09-10,2024-12-08,2024-12-09,2024-12-15,PEQUEÑO,Integrado/regional regulado,4,4,"Comercializador regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,1.01,0.0,,100.0,1,-164.61,0,,0,0
2024-09-10,2024-12-08,2024-12-09,2024-12-15,MEDIANO,Comercializador regulado,3,3,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.1393,0.958,0.0,,100.0,0,-55.71,0,,0,0
2024-09-10,2024-12-08,2024-12-09,2024-12-15,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5721,0.991,1.0,,85.7,1,-102.94,1,,0,0
2024-10-10,2025-01-07,2025-01-08,2025-01-14,PEQUEÑO,Integrado/regional regulado,4,4,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.027,0.008,,100.0,0,-22.78,0,,0,0
2024-10-10,2025-01-07,2025-01-08,2025-01-14,MEDIANO,Comercializador mixto,4,4,"Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador regulado",0.005,0.565,0.0,,71.4,0,-31.88,0,,0,0
2024-10-10,2025-01-07,2025-01-08,2025-01-14,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.5473,0.311,1.0,,28.6,0,-40.51,1,,0,0
2024-11-09,2025-02-06,2025-02-07,2025-02-13,MEDIANO,Comercializador mixto,4,4,"Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador mixto,Comercializador regulado",0.005,0.949,0.0,,100.0,0,-46.8,0,,0,0
2024-11-09,2025-02-06,2025-02-07,2025-02-13,PEQUEÑO,Integrado/regional regulado,4,4,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,0.853,0.0,,100.0,1,-114.14,0,,0,0
2024-11-09,2025-02-06,2025-02-07,2025-02-13,GRANDE,Comercializador regulado,1,1,"Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado,Comercializador regulado",0.592,0.821,1.0,,14.3,1,-84.06,1,,0,0
2024-12-09,2025-03-08,2025-03-09,2025-03-15,PEQUEÑO,Integrado/regional regulado,4,4,"Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Integrado/regional regulado,Trader expuesto a bolsa (sin cobertura)",0.005,-0.062,0.088,,100.0,0,-11.52,0,,0,0
2024-12-09,2025-03-08,2025-03-09,2025-03-15,MEDIANO,Trader con sobrecobertura de contratos,4,4,"Comercializador regulado,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos,Trader con sobrecobertura de contratos",0.005,0.51,0.0,,85.7,0,-26.57,0,,0,0
